Code,category_uz,category_ru,category_en,category_uz_cyrillic,date,value
1.56,Pasterizatsiya qilingan sut,Молоко пастеризованное,Pasteurized milk,Пастеризация қилинган сут,2024-11-01,100.87
1.57,Qaymoq,Каймак,Sweat Cream,Қаймоқ,2024-11-01,100.49
1.58,Quyultirilgan sut,Молоко сгущенное,Condensed milk,Қуюлтирилган сут,2024-11-01,101.0
1.59,Quruq qaymoq,Сливки сухие,Dry cream,Қуруқ қаймоқ,2024-11-01,99.1
1.6,Qattiq pishloqlar,Сыры твердые,Hard cheeses,Қаттиқ пишлоқлар,2024-11-01,100.65
1.61,"Yumshoq pishloqlar, kolbasa shaklidagi pishloq","Сыры плавленые, колбасный сыр","Processed cheeses, sausage cheese","Юмшоқ пишлоқлар, колбаса шаклидаги пишлоқ",2024-11-01,100.69
1.62,Brinza,Брынза,Feta cheese,Бринза,2024-11-01,101.0
1.63,Tvorog,Творог,Cottage cheese,Творог,2024-11-01,100.24
1.64,Tvorogli siroklar va sirok massasi,Сырки творожные и сырковая масса,Curd cheese and curd mass,Творогли сироклар ва сирок массаси,2024-11-01,100.11
1.65,Tayoqcha shaklidagi pishloqlar,Сырные палочки,Cheese sticks,Таёқча шаклидаги пишлоқлар,2024-11-01,99.47
1.66,Smetana,Сметана,Sour cream,Сметана,2024-11-01,100.7
1.67,"Kefir, prostokvasha va boshqalar","Кефир, пpостокваша и т.п.","Kefir, sour milk, etc.","Кефир, простокваша ва бошқалар",2024-11-01,100.2
1.68,Yogurt,Йогурт,Yoghurt,Йогурт,2024-11-01,102.19
1.69,Suzma,Сузьма,Suzma,Сузма,2024-11-01,98.6
1.7,Qurt,Курт,Kurt,Қурт,2024-11-01,101.03
1.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,2024-11-01,102.8
1.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,2024-11-01,104.92
1.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,2024-11-01,102.17
1.74,Sariyogʻ,Масло сливочное,Butter,Сариёғ,2024-11-01,101.9
1.75,Margarin,Маргарин,Margarine,Маргарин,2024-11-01,102.0
1.76,"Xom xayvon yogʻlari, dumba yogʻi va shu kabilar  (shpikdan tashqari)","Жир животный сырой, курдючный и аналогичный (кроме шпика)","Animal fat, crude, tail fat and similar (except lard)","Хом хайвон ёғлари, думба ёғи ва шу кабилар  (шпикдан ташқари)",2024-11-01,98.96
1.77,"Choʻchqa yogʻi, shpik","Свиной шпик, сало","Pork fat, lard","Чўчқа ёғи, шпик",2024-11-01,103.99
1.78,Bananlar,"Бананы, свежие","Bananas, fresh",Бананлар,2024-11-01,106.37
1.79,Limonlar,"Лимоны, свежие","Lemons, fresh",Лимонлар,2024-11-01,90.84
1.8,Mandarinlar,"Мандарины, свежие","Tangerines, fresh",Мандаринлар,2024-11-01,102.23
1.81,Apelsinlar,"Апельсины, свежие","Oranges, fresh",Апельсинлар,2024-11-01,100.87
1.82,Olmalar,"Яблоки, свежие","Apples, fresh",Олмалар,2024-11-01,93.0
1.83,Noklar,"Груши, свежие","Pears, fresh",Ноклар,2024-11-01,101.37
1.84,Shaftolilar,"Персики, свежие","Peaches, fresh",Шафтолилар,2024-11-01,95.58
1.85,Uzumlar,"Виноград, свежий","Grapes, fresh",Узумлар,2024-11-01,109.05
1.86,Yangi uzilgan tarvuzlar,"Арбузы, свежие","Watermelons, fresh",Янги узилган тарвузлар,2024-11-01,104.62
1.87,Yangi uzilgan qovunlar,"Дыни, свежие","Melons, fresh",Янги узилган қовунлар,2024-11-01,105.52
1.88,Anorlar,"Гранаты, свежие","Pomegranates, fresh",Анорлар,2024-11-01,104.05
1.89,"Mayiz, kishmish","Изюм, кишмиш","Raisins, sultanas","Майиз, кишмиш",2024-11-01,99.97
1.9,"Bargak, turshak","Курага, сушеный урюк","Dried apricots, dried apricots","Баргак, туршак",2024-11-01,99.91
1.91,Quritilgan naʼmatak,Сушеный шиповник,Dried rose hips,Қуритилган наъматак,2024-11-01,101.54
1.92,Poʻchoqli yoki poʻchogʻi tozalangan yongʻoqlar,"Орехи грецкие, в скорлупе или очищенные от скорлупы","Walnuts, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган ёнғоқлар,2024-11-01,98.19
1.93,Poʻchoqli yoki poʻchogʻi tozalangan pista,"Фисташки, в скорлупе или очищенные от скорлупы","Pistachios, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган писта,2024-11-01,100.0
1.94,Poʻchoqli yoki poʻchogʻi tozalangan bodom,"Миндаль, в скорлупе или очищенный от скорлупы","Almonds, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган бодом,2024-11-01,100.0
1.95,Poʻchoqli yoki poʻchogʻi tozalangan yeryongʻoqlar,"Арахис, в скорлупе или очищенный от скорлупы","Peanuts, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган ерёнғоқлар,2024-11-01,101.24
1.96,Tuzli abrikos yoki oʻrik danaklari,Соленые абрикосовые или урюковые косточки,Salted apricot or dried apricot pits,Тузли абрикос ёки ўрик данаклари,2024-11-01,100.32
1.97,Qovurilgan kungaboqar urugʻi,"Семена подсолнечника, жареные","Sunflower seeds, roasted",Қовурилган кунгабоқар уруғи,2024-11-01,102.39
1.98,"Konservalangan mevalar, kompot (murabbo va shu kabi mahsulotlardan tashqari)","Фрукты консервированные, включая компот (кроме варенья и аналогичной продукции)","Canned fruits, including compote (except jam and similar products)","Консерваланган мевалар, компот (мураббо ва шу каби маҳсулотлардан ташқари)",2024-11-01,100.0
1.99,Karam,Капуста белокочанная,White cabbage,Карам,2024-11-01,110.53
1.1,"Yangi uzilgan yoki sovutilgan koʻkatlar (ukrop, petrushka, yashil kashnich va shu kabi)","Зелень (укроп, петрушка, киндза зеленая и аналогичные), свежая или охлажденная","Greens (dill, parsley, green coriander and similar), fresh or chilled","Янги узилган ёки совутилган кўкатлар (укроп, петрушка, яшил кашнич ва шу каби)",2024-11-01,102.71
1.101,Yangi uzilgan bodringlar,Огурцы свежие,Fresh cucumbers,Янги узилган бодринглар,2024-11-01,142.48
1.102,Yangi uzilgan pomidorlar,Помидоры свежие,Fresh tomatoes,Янги узилган помидорлар,2024-11-01,179.26
1.103,Baqlajonlar,Баклажаны,Eggplants,Бақлажонлар,2024-11-01,128.45
1.104,Yangi uzilgan bulgʻor qalampiri,"Перец болгарский, свежий","Bell pepper, fresh",Янги узилган булғор қалампири,2024-11-01,120.0
1.105,Qovoq,Тыква,Pumpkin,Қовоқ,2024-11-01,100.57
1.106,Lavlagi,Свекла,Beetroot,Лавлаги,2024-11-01,96.16
1.107,Sabzi,Морковь,Carrot,Сабзи,2024-11-01,95.07
1.108,Sholgʻom,Репа,Turnip,Шолғом,2024-11-01,110.88
1.109,Sarimsoq,Чеснок,Garlic,Саримсоқ,2024-11-01,108.48
1.11,Piyoz,Лук репчатый,Onion,Пиёз,2024-11-01,109.78
1.111,Turp,Редька,Radish,Турп,2024-11-01,92.86
1.112,"Yangi uzilgan, sovutilgan va marinadlangan qoʻziqorinlar","Грибы, свежие, охлажденные и маринованные","Mushrooms, fresh, chilled and pickled","Янги узилган, совутилган ва маринадланган қўзиқоринлар",2024-11-01,98.22
1.113,Kartoshka,Картофель,Potato,Картошка,2024-11-01,109.89
1.114,Loviya,Фасоль,Beans,Ловия,2024-11-01,98.2
1.115,Noxat,Горох,Peas,Нохат,2024-11-01,99.1
1.116,Mosh,Маш,Mung bean,Мош,2024-11-01,96.51
1.117,Tuzlangan yoki marinadlangan bodringlar,Огурцы соленые или маринованные,Pickled or marinated cucumbers,Тузланган ёки маринадланган бодринглар,2024-11-01,100.32
1.118,Tuzlangan karam,Квашеная или соленая капуста,Sauerkraut or salted cabbage,Тузланган карам,2024-11-01,101.0
1.119,Tuzlangan yoki marinadlangan pomidorlar,Соленые или маринованные помидоры,Salted or marinated tomatoes,Тузланган ёки маринадланган помидорлар,2024-11-01,100.06
1.12,Pomidor pastasi,Томатная паста,Tomato paste,Помидор пастаси,2024-11-01,100.28
1.121,Kartoshka chips,Картофельные чипсы,Potato chips,Картошка чипс,2024-11-01,99.3
1.122,Konservalangan noxat,Консервированный горох,Canned peas,Консерваланган нохат,2024-11-01,100.14
1.123,Shakar,Сахар-песок,Sugar,Шакар,2024-11-01,97.92
1.124,Oq qand,Сахар-рафинад,Refined sugar,Оқ қанд,2024-11-01,100.54
1.125,Novvot,Навват,Navvat,Новвот,2024-11-01,100.57
1.126,"Mevali murabbo, jem","Варенье, джем из фруктов",Fruit jam,"Мевали мураббо, жем",2024-11-01,100.25
1.127,Marmelad,Мармелад,Marmalade,Мармелад,2024-11-01,99.3
1.128,Asal,Мед,Honey,Асал,2024-11-01,100.16
